!EXCLAMATION-POINT = éksklemēśenpōnt
ENDURED(1) = indurd
ENDURES = éndyurz
ENDURES(1) = indurz
ENDURING = éndyuriŋ
ENDURING(1) = induriŋ
ENDUSER = éndyúzer
ENDUSERS = éndyúzerz
ENDY = éndi
ENEA = énie
ENEMA = éneme
ENEMAS = énemez
ENEMIES = énemiz
ENEMIES' = énemiz
ENEMY = énemi
ENEMY'S = énemiz
ENERGAS = énergás
ENERGEN = énerjén
ENERGETIC = énerjétik
ENERGETICALLY = énerjétikli
ENERGIES = énerjiz
ENERGIZE = énerjāz
ENERGIZED = énerjāzd
ENERGIZER = énerjāzer
ENERGIZES = énerjāziz
ENERGIZING = énerjāziŋ
ENERGY = énerji
ENERGY'S = énerjiz
ENERSON = énersen
ENEX = íneks
ENFANT = énfant
ENFANT(1) = anfant
ENFEEBLE = énfíbel
ENFEEBLED = énfíbeld
ENFIELD = énfild
ENFIELD'S = énfildz
ENFINGER = énfiŋer
ENFOLD = infòld
ENFOR = énfer
ENFORCE = énfors
ENFORCEABILITY = énforsebiliti
ENFORCEABLE = énforsebel
ENFORCED = énforst
ENFORCEMENT = énforsment
ENFORCEMENT'S = énforsments
ENFORCEMENTS = énforsments
ENFORCER = énforser
ENFORCERS = énforserz
ENFORCES = énforsiz
ENFORCING = énforsiŋ
ENFRANCHISE = énfráncāz
ENFRANCHISED = énfráncāzd
ENFRANCHISES = énfráncāziz
ENG = éŋ
ENGAGE = ingēj
ENGAGED = ingējd
ENGAGEMENT = éngējment
ENGAGEMENTS = ingējments
ENGAGES = ingējiz
ENGAGING = ingējiŋ
ENGBERG = éŋberg
ENGDAHL = éŋdel
ENGE = énj
ENGEBRETSEN = éŋgibritsen
ENGEBRETSON = éŋgibritsen
ENGEL = éngel
ENGELBERG = éŋgelberg
ENGELBERT = éŋgilbert
ENGELBERTA = éŋgélbérte
ENGELBRECHT = éŋgilbrikt
ENGELEITER = éŋgelāter
ENGELHARD = éŋgelhard
ENGELHARDT = éŋgilhert
ENGELHART = éŋgelhart
ENGELKE = éŋgilk
ENGELKEN = éŋgilken
ENGELKING = éŋgilkiŋ
ENGELMAN = éŋgelmen
ENGELMANN = éŋgelmen
ENGELS = éŋgelz
ENGELSON = éŋgilsen
ENGELSTAD = éŋgilsted
ENGEMAN = énjmen
ENGEN = éŋen
ENGENDER = énjénder
ENGENDER(1) = injénder
ENGENDERED = énjénderd
ENGENDERS = éŋgenderz
ENGER = éŋger
ENGERT = éŋgert
ENGESSER = éŋgiser
ENGH = éŋ
ENGHOLM = éŋhòlm
ENGINE = énjen
ENGINE(1) = injen
ENGINE'S = énjenz
ENGINED = énjend
ENGINEER = énjenir
ENGINEER'S = énjenírz
ENGINEERED = énjenírd
ENGINEERING = énjeniriŋ
ENGINEERS = énjenirz
ENGINEERS' = énjenirz
ENGINES = énjenz
ENGINES' = éŋgínz
ENGLAND = iŋglend
ENGLAND'S = iŋglendz
ENGLANDER = iŋglender
ENGLANDERS = iŋglenderz
ENGLANDS = iŋglendz
ENGLBRED = égelbréd
ENGLE = éŋgel
ENGLEBERT = iŋelbert
ENGLEHARDT = iŋelhert
ENGLEHART = iŋelhert
ENGLEMAN = iŋelmen
ENGLER = éŋgeler
ENGLER(1) = éŋgler
ENGLER'S = éŋgelerz
ENGLER'S(1) = éŋglerz
ENGLERT = iŋlert
ENGLERTH = iŋlerŧ
ENGLES = iŋelz
ENGLEWOOD = éŋgelwud
ENGLISH = iŋgliś
ENGLISH(1) = iŋliś
ENGLISHMAN = iŋgliśmen
ENGLISHMEN = éŋliśmen
ENGLISHWOMAN = iŋgliśwumen
ENGLUND = iŋlend
ENGMAN = éŋmen
ENGQUIST = éŋkwist
ENGRAM = éngrám
ENGRAVE = ingrēv
ENGRAVED = ingrēvd
ENGRAVER = ingrēver
ENGRAVING = ingrēviŋ
ENGRAVINGS = ingrēviŋz
ENGROSS = ingròs
ENGROSSED = ingròst
ENGROSSING = ingròsiŋ
ENGROSSMENT = ingròsment
ENGSTRAND = éŋstrend
ENGSTROM = éŋstrem
ENGULF = ingalf
ENGULFED = ingalft
ENGULFING = ingalfiŋ
ENGWALL = iŋgwól
ENHANCE = énháns
ENHANCED = énhánst
ENHANCEMENT = énhánsment
ENHANCEMENTS = énhánsments
ENHANCER = énhánser
ENHANCES = énhánsiz
ENHANCING = énhánsiŋ
ENHOLM = énhòlm
ENHOLME = énhòlm
ENIAC = íniák
ENICHEM = énicem
ENID = ínid
ENIGMA = inigme
ENIGMATIC = énigmátik
ENIMONT = ínimont
ENIS = énis
ENITT = énit
ENIX = éniks
ENJOIN = énjōn
ENJOINED = énjōnd
ENJOINING = énjōniŋ
ENJOY = énjō
ENJOYABLE = énjōebel
ENJOYABLY = énjōebli
ENJOYED = énjōd
ENJOYING = énjōiŋ
ENJOYMENT = énjōment
ENJOYMENTS = énjōments
ENJOYS = énjōz
ENKE = éŋk
ENLARGE = énlarj
ENLARGED = énlarjd
ENLARGEMENT = énlarjment
ENLARGEMENTS = énlarjments
ENLARGER = énlarger
ENLARGES = énlarjiz
ENLARGING = énlarjiŋ
ENLIGHTEN = énlāten
ENLIGHTENED = énlātend
ENLIGHTENING = énlāteniŋ
ENLIGHTENMENT = énlātenment
ENLIGHTENS = énlātenz
ENLIST = énlist
ENLISTED = énlistid
ENLISTEE = énlistí
ENLISTEES = énlistíz
ENLISTING = énlistiŋ
ENLISTMENT = énlistment
ENLISTS = énlists
ENLIVEN = énlāven
ENLIVENED = énlāvend
ENLIVENING = énlāveniŋ
ENLIVENS = énlāvenz
ENLO = énlò
ENLOE = inlò
ENLOW = inlò
ENMAN = énmen
ENMESH = énméś
ENMESHED = énméśt
ENMESHES = énméśez
ENMESHING = énméśiŋ
ENMITIES = énmetiz
ENMITIES(1) = énmitiz
ENMITY = énmeti
ENMITY(1) = énmiti
ENNEA = énie
ENNEKING = énikiŋ
ENNEN = énen
ENNES = énz
ENNES(1) = énéz
ENNIS = énis
ENNOBLE = inòbel
ENNOBLED = inòbeld
ENNOBLES = inòbelz
ENNOBLING = inòbliŋ
ENNOSUKE = énesúk
ENNS = énz
ENNUI = énúi
ENO = énò
ENOCH = ínek
ENOCHS = éneks
ENOJADA = énòjade
ENOLA = inòle
ENOMOTO = inòmòtò
ENORMITY = inormeti
ENORMITY(1) = inormeti
ENORMOUS = inormes
ENORMOUS(1) = inormis
ENORMOUS(2) = inormes
ENORMOUS(3) = inormis
ENORMOUSLY = inormesli
ENORMOUSLY(1) = inormesli
ENOS = ínes
ENOUGH = inaf
ENOUGH(1) = inaf
ENOUGH'S = inafs
ENOUGH'S(1) = inafs
ENQUESO = énkwésò
ENQUIRE = inkwāer
ENQUIRER = inkwārer
ENQUIRY = inkwārí
ENQUIST = énkwist
ENRAGE = énrēj
ENRAGED = énrējd
ENRAGED(1) = inrējd
ENRAGES = énrējez
ENRAGING = énrējiŋ
ENRAPTURE = énrápcer
ENRAPTURED = énrápcerd
ENRICA = inríke
ENRICH = énric
ENRICH(1) = inric
ENRICHED = énrict
ENRICHES = énriciz
ENRICHING = énriciŋ
ENRICHING(1) = inriciŋ
ENRICHMENT = énricment
ENRICHMENT(1) = inricment
ENRICO = énríkò
ENRIGHT = inrāt
ENRILE = énríl
ENRILE(1) = énrílē
ENRIQUE = énríkē
ENRIQUEZ = inríkwéz
ENRO = énrò
ENROLL = énròl
ENROLL(1) = inròl
ENROLLED = énròld
ENROLLEE = énròlí
ENROLLEES = énròlíz
ENROLLING = énròliŋ
ENROLLMENT = énròlment
ENROLLMENTS = énròlments
ENROLLS = énròlz
ENRON = énren
ENRON'S = énrenz
ENROUTE = énrút
ENSCO = énskò
ENSCO'S = énskòz
ENSCONCE = inskons
ENSCONCED = inskonst
ENSECO = énsékò
ENSEMBLE = ensambel
ENSEMBLES = ensambelz
ENSERCH = énserc
ENSEY = énzi
ENSHRINE = énśrān
ENSHRINED = énśrānd
ENSHROUD = inśràd
ENSHROUDED = inśràded
ENSIGN = énsen
ENSING = énsiŋ
ENSINGER = énsinjer
ENSKILDA = énskilde
ENSLAVE = énslēv
ENSLAVED = énslēvd
ENSLAVEMENT = énslēvment
ENSLEN = énselen
ENSLEY = énsli
ENSLIN = énslin
ENSLOW = inslò
ENSMINGER = énsemiŋer
ENSNARE = insnér
ENSNARED = insnérd
ENSNARES = insnérz
ENSNARL = insnarl
ENSNARLED = insnarld
ENSOR = énser
ENSOURCE = énsors
ENSRUD = énzrúd
ENSTROM = énstrem
ENSUE = insú
ENSUED = insúd
ENSUES = insúz
ENSUING = énsúiŋ
ENSURE = énśur
ENSURE(1) = inśur
ENSURED = énśurd
ENSURED(1) = inśurd
ENSURES = énśurz
ENSURES(1) = inśurz
ENSURING = énśuriŋ
ENSURING(1) = inśuriŋ
ENSZ = énś
ENT = ént
ENTAIL = éntēl
ENTAILED = intēld
ENTAILING = intēliŋ
ENTAILS = intēlz
ENTANGLE = éntáŋgel
ENTANGLED = éntáŋgeld
ENTANGLEMENT = éntáŋgelment
ENTANGLEMENT(1) = intáŋgelment
ENTANGLEMENTS = éntáŋgelments
ENTANGLEMENTS(1) = intáŋgelments
ENTANGLING = intáŋliŋ
ENTANGLING(1) = éntáŋliŋ
ENTE = éntē
ENTEBBE = éntébi
ENTEBBE'S = éntébiz
ENTENDRE = entandre
ENTENMANN = éntenmen
ENTENMANN'S = éntenmenz
ENTER = énter
ENTER(1) = éner
ENTERED = énterd
ENTERED(1) = énerd
ENTERGY = énterji
ENTERING = énteriŋ
ENTERING(1) = éneriŋ
ENTERITIDIS = énteritidis
ENTERIVIDOUS = énterivides
ENTERLINE = énterlān
ENTERLINE'S = énterlānz
ENTEROCOCCUS = énterekókes
ENTEROLOGY = énteraleji
ENTERPRISE = énterprāz
ENTERPRISE(1) = énerprāz
ENTERPRISE'S = énterprāzez
ENTERPRISE'S(1) = énterprāziz
ENTERPRISE'S(2) = énerprāzez
ENTERPRISE'S(3) = énerprāziz
ENTERPRISES = énterprāziz
ENTERPRISES(1) = énerprāziz
ENTERPRISES' = énterprāziz
ENTERPRISES'(1) = énerprāziz
ENTERPRISING = énterprāziŋ
ENTERPRISING(1) = énerprāziŋ
ENTERRA = éntére
ENTERS = énterz
ENTERS(1) = énerz
ENTERTAIN = éntertēn
ENTERTAIN(1) = énertēn
ENTERTAINED = éntertēnd
ENTERTAINED(1) = énertēnd
ENTERTAINER = éntertēner
ENTERTAINER(1) = énertēner
ENTERTAINER'S = éntertēnerz
ENTERTAINER'S(1) = énertēnerz
ENTERTAINERS = éntertēnerz
ENTERTAINERS(1) = énertēnerz
ENTERTAINING = éntertēniŋ
ENTERTAINING(1) = énertēniŋ
ENTERTAINMENT = éntertēnment
ENTERTAINMENT(1) = énertēnment
ENTERTAINMENT'S = éntertēnments
ENTERTAINMENT'S(1) = énertēnments
ENTERTAINMENTS = éntertēnments
ENTERTAINMENTS(1) = énertēnments
ENTERTAINS = éntertēnz
ENTERTAINS(1) = énertēnz
ENTEX = éntéks
ENTHRAL = énŧról
ENTHRALLED = énŧróld
ENTHUSE = inŧúz
ENTHUSED = inŧúzd
ENTHUSIASM = inŧúziázem
ENTHUSIASMS = inŧúziázemz
ENTHUSIAST = énŧúziást
ENTHUSIASTIC = inŧúziástik
ENTHUSIASTICALLY = inŧúziástikli
ENTHUSIASTS = énŧúziásts
ENTICE = intās
ENTICED = intāst
ENTICEMENT = intāsment
ENTICEMENTS = intāsments
ENTICING = éntāsiŋ
ENTIN = éntin
ENTIRE = intāer
ENTIRELY = intāerli
ENTIRETY = intāerti
ENTITIES = éntitiz
ENTITIES' = éntitiz
ENTITLE = éntātel
ENTITLE(1) = intātel
ENTITLED = éntāteld
ENTITLEMENT = éntātelment
ENTITLEMENTS = éntātelments
ENTITLES = éntātelz
ENTITLING = éntāteliŋ
ENTITLING(1) = éntātliŋ
ENTITY = énteti
ENTITY(1) = éntiti
ENTITY'S = éntetiz
ENTLER = éntler
ENTOFFEN = éntefen
ENTOFFEN'S = éntefenz
ENTOMB = éntúm
ENTOMBED = éntúmd
ENTOMBMENT = intúmment
ENTOMOLOGIST = éntemolejest
ENTOMOLOGISTS = éntemolejests
ENTOMOLOGY = éntemoleji
ENTOURAGE = anturaź
ENTOURAGE(1) = anteraź
ENTOURAGES = anturaźez
ENTOURAGES(1) = anteraźez
ENTRAIL = éntrel
ENTRAILS = éntrelz
ENTRANCE = éntrens
ENTRANCED = intránst
ENTRANCES = éntrensez
ENTRANT = éntrent
ENTRANTS = éntrents
ENTRAP = intráp
ENTRAPMENT = intrápment
ENTRAPPED = intrápt
ENTRE = antrē
ENTRE(1) = antre
ENTREATIES = éntrítiz
ENTREATING = éntrítiŋ
ENTREATY = éntríti
ENTREE = antrē
ENTREES = antrēz
ENTREGROWTH = éntregròŧ
ENTREKIN = éntrikin
ENTRENCH = éntrénc
ENTRENCHED = éntrénct
ENTRENCHED(1) = intrénct
ENTRENCHES = éntrénciz
ENTRENCHING = éntrénciŋ
ENTRENCHMENT = éntréncment
ENTREPRENEUR = antreprener
ENTREPRENEUR(1) = antreprenur
ENTREPRENEUR'S = antreprenerz
ENTREPRENEURIAL = antrepreneriel
ENTREPRENEURIALISM = éntreprenúríelizem
ENTREPRENEURS = antreprenerz
ENTREPRENEURSHIP = antreprenerśip
ENTRIES = éntriz
ENTRIKIN = éntrikin
ENTRINGER = énteriŋer
ENTROPY = éntrepi
ENTRUST = éntrast
ENTRUSTED = éntrastid
ENTRUSTING = éntrastiŋ
ENTRY = éntri
ENTRYWAY = éntriwē
ENTSMINGER = éntsemiŋer
ENTWINE = éntwān
ENTWINED = éntwānd
ENTWISLE = éntwāel
ENTWISTLE = intwisel
ENTZ = énts
ENTZMINGER = éntsmiŋer
ENUMERATE = inúmerēt
ENUMERATED = inúmerētid
ENUMERATES = inúmerēts
ENUMERATION = inúmerēśen
ENUNCIATE = inansiēt
ENUNCIATE(1) = inansiēt
ENUNCIATED = inansiētid
ENUNCIATING = inansiētiŋ
ENVELOP = invélep
ENVELOPE = énvelòp
ENVELOPED = énvélept
ENVELOPES = énvelòps
ENVELOPING = invélepiŋ
ENVELOPS = invéleps
ENVIABLE = énviebel
ENVIED = énvid
ENVIOUS = énvies
ENVIOUSLY = énviesli
ENVIRO = énvārò
ENVIRODYNE = énvāròdān
ENVIRONIC = énvārónik
ENVIRONICS = énvāróniks
ENVIRONMENT = invārenment
ENVIRONMENT'S = invārenments
ENVIRONMENTAL = invārenméntel
ENVIRONMENTAL(1) = invārenménel
ENVIRONMENTALISM = énvārenméntelizem
ENVIRONMENTALISM(1) = énvārenménelizem
ENVIRONMENTALIST = invārenméntelist
ENVIRONMENTALIST(1) = invārenménelist
ENVIRONMENTALISTS = énvārenméntelists
ENVIRONMENTALISTS(1) = énvārenménelists
ENVIRONMENTALISTS(2) = énvārenméntelis
ENVIRONMENTALISTS(3) = énvārenménelis
ENVIRONMENTALISTS' = invārenméntelists
ENVIRONMENTALISTS'(1) = énvārenménelists
ENVIRONMENTALLY = invārenménteli
ENVIRONMENTALLY(1) = invārenméneli
ENVIRONMENTS = invārenments
ENVIRONS = invārenz
ENVIROPACT = invāròpákt
ENVIROSAFE = invāròsēf
ENVIROTEST = invāròtést
ENVISAGE = énvizij
ENVISAGED = énvizijd
ENVISAGES = énvizijiz
ENVISION = énviźen
ENVISIONED = énviźend
ENVISIONING = énviźeniŋ
ENVISIONS = énviźenz
ENVOS = énvòs
ENVOY = énvō
ENVOY(1) = anvō
ENVOYS = énvōz
ENVOYS(1) = anvōz
ENVY = énvi
ENWRIGHT = inwrāt
ENYART = ényert
ENYEART = ényert
ENZ = énz
ENZO = énzò
ENZON = énzen
ENZOR = énzer
ENZYMATIC = énzāmátik
ENZYME = énzām
ENZYMES = énzāmz
EOCENE = íesín
EOFF = ēóf
EOHIPPUS = íòhipes
EOLANDE = ēòlandi
EON = íen
EONS = íenz
EOS = íós
EOS'S = íósiz
EOSINOPHILIA = íósinefilye
EOSINOPHILIC = íósinefilik
EPCOT = épkót
EPEDA = épēde
EPEDA'S = épēdez
EPES = íps
EPHEDRINE = ifédrin
EPHEMERAL = ifémerel
EPHLIN = éflin
EPHRAIM = ífrem
EPHRON = éfren
EPIC = épik
EPIC'S = épiks
EPICENTER = épesénter
EPICS = épiks
EPICURE = épikyur
EPICUREAN = épekyuríen
EPICUREAN(1) = épekyurien
EPIDEMIC = épedémik
EPIDEMIC(1) = épidémik
EPIDEMICS = épedémiks
EPIDEMIOLOGICAL = épidímíelojikel
EPIDEMIOLOGICALLY = épedímíelojiklí
EPIDEMIOLOGIST = épedímíalejist
EPIDEMIOLOGISTS = épedímíalejists
EPIDEMIOLOGY = épedémialeji
EPIDERMAL = épidermel
EPIDERMIS = épidermes
EPIDURAL = épiderel
EPIGENETIC = épijenétik
EPIGRAM = épegrám
EPIGRAMMATIC = épigremátik
EPIGRAPHIC = épigráfik
EPILEPSIES = épilépsiz
EPILEPSY = épilépsi
EPILEPTIC = épiléptik
EPILEPTICS = épiléptiks
EPILOGUE = épilóg
EPIPHANY = ipifeni
EPISCOPAL = ipiskepel
EPISCOPALIAN = ipiskepēlyen
EPISCOPALIANS = ipiskepēlyenz
EPISCOPO = ipiskòpò
EPISODE = épisòd
EPISODES = épisòdz
EPISODIC = épesodik
EPISTEME = épistím
EPISTEMIC = épistémik
EPISTEMOLOGY = épistemolejí
EPISTLE = ipisel
EPISTOLARY = ipisteléri
EPITAPH = épetáf
EPITAPHS = épetáfs
EPITHELIAL = épiŧélyel
EPITHET = épeŧét
EPITHETS = épeŧéts
EPITOME = ipitemi
EPITOMIZE = ipitemāz
EPITOMIZED = ipitemāzd
EPITOMIZES = ipitemāziz
EPITOPE = épitòp
EPLER = épler
EPLEY = épli
EPLIN = éplin
EPLING = épliŋ
EPOCH = épek
EPOCH(1) = ípek
EPOCHAL = épekel
EPOCHS = épeks
EPOCHS(1) = ípeks
EPOGEN = épején
EPOXY = ipoksi
EPP = ép
EPPARD = éperd
EPPEL = épel
EPPERLY = éperli
EPPERS = éperz
EPPERSON = épersen
EPPES = éps
EPPICH = épic
EPPING = épiŋ
EPPINGER = épiŋer
EPPLE = épel
EPPLER = épler
EPPLEY = épli
EPPNER = épner
EPPOLITO = épòlítò
EPPS = éps
EPROM = éprem
EPROMS = épremz
EPSCO = épskò
EPSILON = épselon
EPSOM = épsem
EPSOMITE = épsemāt
EPSON = épsen
EPSTEIN = épstín
EPSTEIN(1) = épstān
EPTING = éptiŋ
EQUABLE = ékwebel
EQUAL = íkwel
EQUALED = íkweld
EQUALING = íkweliŋ
EQUALITY = ikwaleti
EQUALIZATION = íkwelizēśen
EQUALIZE = íkwelāz
EQUALIZED = íkwelāzd
EQUALIZER = íkwelāzer
EQUALIZES = íkwelāziz
EQUALIZING = íkwelāziŋ
EQUALLY = íkweli
EQUALS = íkwelz
EQUANIMITY = íkwenimiti
EQUATE = ikwēt
EQUATED = ikwētid
EQUATES = ikwēts
EQUATING = ikwētiŋ
EQUATION = ikwēźen
EQUATIONS = ikwēźenz
EQUATOR = ikwēter
EQUATORIAL = íkwetoriel
EQUATORS = ikwēterz
EQUESTRIAN = ikwéstrien
EQUIANGULAR = íkweáŋgyeler
EQUIBANK = ékwebáŋk
EQUICOR = ékwikor
EQUIFAX = ékwifáks
EQUILIBRIA = íkwelibrie
EQUILIBRIUM = íkwelibriem
EQUILINK = ékweliŋk
EQUIMARK = ékwimark
EQUINE = íkwān
EQUINOX = íkwenoks
EQUION = ékwien
EQUIP = ikwip
EQUIPMENT = ikwipment
EQUIPMENT'S = ikwipments
EQUIPMENTS = ikwipments
EQUIPPED = ikwipt
EQUIPPING = ikwipiŋ
EQUIPS = ikwips
EQUITABLE = ékwetebel
EQUITABLE(1) = ékwitebel
EQUITABLE'S = ékwetebelz
EQUITABLY = ékwitebli
EQUITAS = ékwetes
EQUITATION = ékwetēśen
EQUITEC = ékweték
EQUITEX = ékwetéks
EQUITICORP = ékwitikorp
EQUITIES = ékwetiz
EQUITIES' = ékwetiz
EQUITY = ékweti
EQUITY'S = ékwetiz
EQUIVALENCE = ikwivelens
EQUIVALENCY = ikwivelensi
EQUIVALENT = ikwivelent
EQUIVALENTS = ikwivelents
EQUIVOCAL = ikwivekel
EQUIVOCATE = ikwivekēt
EQUIVOCATING = ikwivekētiŋ
EQUIVOCATION = ikwivekēśen
ER = er
ERA = ére
ERA(1) = ire
ERA'S = érez
ERA'S(1) = irez
ERADICABLE = irádekebel
ERADICATE = irádekēt
ERADICATED = irádekētid
ERADICATING = irádekētiŋ
ERADICATION = irádekēśen
ERAKAT = éraket
ERALP = érólp
ERAMO = éramò
ERANTHE = érenŧ
ERANY = erēni
ERAS = irez
ERASABLE = irēsebel
ERASABLE(1) = írēsebel
ERASE = irēs
ERASE(1) = irēs
ERASED = irēst
ERASED(1) = irēst
ERASER = irēser
ERASER(1) = irēser
ERASERS = irēserz
ERASERS(1) = irēserz
ERASES = irēsiz
ERASES(1) = irēsiz
ERASING = irēsiŋ
ERASING(1) = irēsiŋ
ERASMUS = irázmes
ERASTUS = irástes
ERAWAN = érewan
ERAZO = érazò
ERB = erb
ERBACHER = erbeker
ERBAKAN = erbekan
ERBAKAN'S = erbekanz
ERBAMONT = erbemont
ERBAMONT'S = erbemonts
ERBE = erb
ERBER = erber
ERBES = erbz
ERBURU = erburú
ERBY = erbi
ERCEG = ersig
ERCK = erk
ERCOLE = erkòli
ERCROS = erkròz
ERDA = érde
ERDAHL = erdel
ERDMAN = erdmen
ERDMANN = erdmen
ERDOS = erdòz
ERDRICH = erdrik
ERE = ér
ERECT = irékt
ERECTED = irékted
ERECTED(1) = iréktid
ERECTING = iréktiŋ
ERECTION = irékśen
ERECTIONS = irékśenz
ERECTOR = irékter
ERECTS = irékts
ERENA = eréne
ERENSEL = érensél
ERGLE = ergel
ERGO = ergò
ERGONOMIC = ergenomik
ERGONOMICALLY = ergenomikli
ERGONOMICS = ergenomiks
ERGOT = erget
ERGOT'S = ergets
ERGOTISM = ergetizem
ERGOTS = ergets
ERHARD = érherd
ERHARDT = erhert
ERHART = erhert
ERIC = érik
ERIC'S = ériks
ERICA = érike
ERICH = érik
ERICHSEN = ériksen
ERICK = érik
ERICKA = érike
ERICKSEN = ériksen
ERICKSON = ériksen
ERICSON = ériksen
ERICSSON = ériksen
ERICSSON'S = ériksenz
ERIDANIA = éridánie
ERIE = iri
ERIK = érik
ERIK'S = ériks
ERIKA = érike
ERIKSEN = ériksen
ERIKSON = ériksen
ERIKSON'S = ériksenz
ERIKSSON = ériksen
ERIN = érin
ERINA = eríne
ERION = érión
ERISA = éríse
ERISMAN = érismen
ERITREA = éritríe
ERITREA(1) = éritrēe
ERITREAN = éritríen
ERITREAN(1) = éritrēen
ERITREANS = éritrínz
ERITREANS(1) = éritrēenz
ERK = erk
ERKER = erker
ERKKILA = erkile
ERL = erl
ERLACH = erlak
ERLAND = erlend
ERLANDSON = erlendsen
ERLANGEN = erláŋgen
ERLANGER = érleŋer
ERLANGER(1) = érleŋger
ERLE = érle
ERLENE = erlin
ERLER = erler
ERLICH = erlik
ERLICHMAN = erlikmen
ERLICHMAN(1) = érlikmen
ERLICK = erlik
ERLICK(1) = érlik
ERLINE = erlān
ERLING = erliŋ
ERLY = erli
ERMA = erme
ERMA'S = ermez
ERMAN = ermen
ERMER = ermer
ERMIN = ermin
ERMINA = ermíne
ERMINE = ermen
ERMINIA = ermínie
ERMINIE = ermini
ERMIS = ermis
ERNA = erne
ERNALINE = ernelān
ERNE = ern
ERNEST = ernest
ERNEST(1) = ernist
ERNEST'S = ernests
ERNESTINE = ernistín
ERNESTO = ernéstò
ERNESTS = ernests
ERNEY = erni
ERNIE = erni
ERNO = érnò
ERNSBERGER = ernzberger
ERNST = ernst
ERNSTER = ernster
ERNY = erni
ERO = irò
ERODE = iròd
ERODE(1) = íròd
ERODED = iròded
ERODED(1) = iròdid
ERODES = iròdz
ERODIBLE = iròdebel
ERODING = iròdiŋ
ERODING(1) = iròdiŋ
EROH = érò
EROICA = erōke
EROL = érel
EROL'S = érelz
ERON = iren
EROS = ires
EROSION = iròźen
EROSIONAL = iròźenel
EROSIVE = iròsiv
EROTIC = irotik
EROTICA = irotike
EROTICISM = eratisizem
ERPELDING = erpildiŋ
ERPS = erps
ERR = ér
ERR(1) = er
ERRA = ére
ERRAND = érend
ERRANDS = érendz
ERRANT = érent
ERRATIC = irátik
ERRATICALLY = érátikli
ERRED = érd
ERRETT = érit
ERRIA = érie
ERRICKSON = ériksen
ERRICO = eríkò
ERRING = ériŋ
ERRINGTON = ériŋten
ERROL = érel
ERROL'S = érelz
ERRONEOUS = érònies
ERRONEOUS(1) = erònies
ERRONEOUSLY = éròniesli
ERROR = érer
ERRORFUL = érerfel
ERRORS = érerz
ERRS = érz
ERS = erz
ERS(1) = íarés
ERSATZ = érsats
ERSATZ(1) = érzats
ERSHAD = erśád
ERSHAD(1) = erśad
ERSKIN = erskin
ERSKINE = erskān
ERSTWHILE = erstwāl
ERTE = ert
ERTE(1) = ertē
ERTEL = ertel
ERTHA = erđe
ERTL = ertel
ERTLE = ertel
ERTMAN = ertmen
ERTZ = erts
ERUDITE = éredāt
ERUDITION = érediśen
ERUPT = irapt
ERUPT(1) = írept
ERUPTED = íraptid
ERUPTED(1) = iraptid
ERUPTING = íraptiŋ
ERUPTING(1) = iraptiŋ
ERUPTION = írapśen
ERUPTION(1) = irapśen
ERUPTIONS = írapśenz
ERUPTIONS(1) = irapśenz
ERUPTIVE = íraptiv
ERUPTIVE(1) = iraptiv
ERUPTS = írapts
ERUPTS(1) = irapts
ERVEN = ervan
ERVIN = ervin
ERVING = erviŋ
ERWAY = erwē
ERWIN = erwin
ERWINA = ervāne
ERXLEBEN = erkslében
ERYKAH = érike
ERYTHROPOIETIN = ériŧrepōtin
ERZURUM = erzurem
ES = és
ESAREY = éseri
ESAU = ísó
ESBENSHADE = ésbinśed
ESBENSHADE(1) = ésbenśēd
ESBER = ésber
ESCADA = éskade
ESCALADE = éskelad
ESCALANTE = éskelanti
ESCALATE = éskelēt
ESCALATED = éskelētid
ESCALATES = éskelēts
ESCALATING = éskelētiŋ
ESCALATION = éskelēśen
ESCALATOR = éskelēter
ESCALATORS = éskelēterz
ESCALERA = éskelére
ESCALONA = éskelòne
ESCAMBIA = éskámbie
ESCAMEZ = éskaméz
ESCAMILLA = éskemile
ESCANABA = éskenabe
ESCANDON = iskánden
ESCAPADE = éskepēd
ESCAPADES = éskepēdz
ESCAPE = iskēp
ESCAPED = iskēpt
ESCAPEE = iskēpí
ESCAPEES = iskēpíz
ESCAPEMENT = iskēpment
ESCAPES = iskēps
ESCAPING = iskēpiŋ
ESCAPISM = iskēpizem
ESCARCEGA = éskercége
ESCARENO = éskerénò
ESCARPMENT = éskarpment
ESCARPMENTS = éskarpments
ESCH = éś
ESCHATOLOGICAL = ésketelojikel
ESCHBACH = éśbak
ESCHE = éś
ESCHEMIC = éskímik
ESCHEN = éśen
ESCHENBACH = éśinbek
ESCHENBURG = éśenberg
ESCHER = éśer
ESCHETE = éśit
ESCHEW = éscú
ESCHEWED = éśúd
ESCHEWED(1) = éskyúd
ESCHEWING = éśúiŋ
ESCHEWING(1) = éskyúiŋ
ESCHEWS = éscúz
ESCHMANN = éśmen
ESCO = éskò
ESCOBAR = éskòbar
ESCOBAR(1) = éskebar
ESCOBAR'S = éskòbarz
ESCOBAR'S(1) = éskebarz
ESCOBEDO = éskòbēdò
ESCOE = iskò
ESCONDIDO = éskendídò
ESCORA = éskore
ESCORT = éskort
ESCORT(1) = éskort
ESCORTED = éskortid
ESCORTING = éskortiŋ
ESCORTS = éskorts
ESCOTO = éskòtò
ESCOTT = ésket
ESCROW = éskrò
